date,temperature,humidity,wind_speed
2024-01-01,30.723645764514195,16.505336332207555,4.57800874421834
2024-01-02,34.858215623561804,8.535792427586841,5.187116336171155
2024-01-03,30.001368772099724,11.428978748356073,4.131674339591406
2024-01-04,33.56131251570796,10.017735866947774,5.816474732676425
2024-01-05,32.27525968227278,8.374072680509412,4.545268703221171
2024-01-06,34.521736554859736,12.765339471281997,5.4858633609373015
2024-01-07,30.21336957719785,11.059846227451235,5.542997678086594
2024-01-08,31.13200996893327,8.941935054855815,4.26182540744726
2024-01-09,35.03801741616418,11.163757548629968,4.800872436265445
2024-01-10,32.839463024453714,11.86813257145678,4.585972547482438
2024-01-11,32.60043642915378,10.434437578413627,5.48646608726841
2024-01-12,34.335497139103786,17.616169598895326,4.988157705170456
2024-01-13,32.378768015199526,17.03652164429399,4.4302719891523905
2024-01-14,30.49563468808188,12.494687769222665,4.363062631164258
2024-01-15,32.780542021932135,10.486249434059019,4.23752661030694
2024-01-16,34.96637704443235,15.503811092543511,5.725673951721642
2024-01-17,29.75523806400752,10.638197099405142,4.258718040706075
2024-01-18,33.336058870292874,14.162452395326845,5.928226678663741
2024-01-19,31.15573812725854,16.13572252746873,4.17961252021062
2024-01-20,32.014915553334006,15.655057110553491,5.234199567194293
2024-01-21,34.69524797411803,17.1966958070737,5.009130761741143
2024-01-22,30.841063835816566,14.606724994204747,5.819395446000253
2024-01-23,34.631364794444096,11.561021542271703,5.834187803388499
2024-01-24,32.296752690218945,14.785510489593943,5.9624472641788335
2024-01-25,35.22702086410307,13.288959056201726,4.6092599789455395
2024-01-26,34.52382406853756,14.545224036779553,5.159110528737376
2024-01-27,35.137542500510634,11.262539552932397,4.581464221132214
2024-01-28,34.96517159557432,9.633193087560882,4.566193357955792
2024-01-29,35.10841597198369,10.998361976200677,4.144888411721386
2024-01-30,34.76282026061115,15.39317403883491,4.162427410927304
2024-01-31,35.470586268121934,11.649398418379484,5.40083196453852
2024-02-01,32.53433214706673,9.589024420771462,5.130706147672707
2024-02-02,34.07568154395587,13.823307613593688,4.292391280014341
2024-02-03,35.529399843966985,8.349068836340383,5.221310226135984
2024-02-04,32.883304816764394,17.121126430166505,4.956784065954832
2024-02-05,34.51199346795345,16.637155479680132,4.579070254283016
2024-02-06,35.574765465949625,12.941514191523694,4.039251559413868
2024-02-07,30.11749211525195,12.478944335328451,5.499450751577708
2024-02-08,31.85764915161764,9.027054430155852,4.714405355043139
2024-02-09,33.69112849007223,8.45352237913809,5.381042351716432
2024-02-10,32.44457171308751,10.411390319745973,5.485134270655115
2024-02-11,30.6713751606938,14.2690504346347,4.768685423431242
2024-02-12,34.71277547559508,9.105878118365801,4.280989386787424
2024-02-13,33.107844726066595,10.41687928139026,5.776063031129902
2024-02-14,35.407178589123376,10.20883331417746,4.752038217288418
2024-02-15,32.581173550605975,9.611847774927302,4.8887354340619735
2024-02-16,31.043303375074252,10.897423710424395,4.693745095936794
2024-02-17,33.051630779092896,8.912146829658205,4.695122890241192
